Key,SourceString,DevComment
"da_cr_01_ff_s_ng_idas.m_CreatureDesc.Name","Idas",""
"da_cr_01_ff_s_ng_naiad.m_CreatureDesc.Name","Pamisa",""
"da_cr_01_ff_s_ng_parthenope.m_CreatureDesc.Name","Parthenope",""
"da_cr_01_ff_s_ng_theoclymnius.m_CreatureDesc.Name","Theoclymnius",""
"da_cr_01_ff_s_pc_hidden_prisoner.m_CreatureDesc.Name","Mopsus",""
"da_cr_01_ff_s_pc_hook_npc.m_CreatureDesc.Name","Itys",""
"da_cr_01_ff_s_pc_lead_prisoner.m_CreatureDesc.Name","Timandra",""
"da_cr_01_ff_s_pc_lead_prisoner1.m_CreatureDesc.Name","Timandra",""
"da_cr_01_ff_s_pc_prisoner_1.m_CreatureDesc.Name","Oenops",""
"da_cr_01_ff_s_pc_prisoner_2.m_CreatureDesc.Name","Thais",""
"da_cr_01_ff_s_pc_second_talking_prisoner.m_CreatureDesc.Name","Tellis",""
"da_cr_01_ff_s_chryse.m_CreatureDesc.Name","Chryse",""
"da_cr_01_ff_s_eon_ianthe.m_CreatureDesc.Name","Ianthe",""
"da_cr_01_ff_s_py_arcanist.m_CreatureDesc.Name","Doris (Arcanist)",""
"da_cr_01_ff_s_py_blacksmith.m_CreatureDesc.Name","Mesthles (Blacksmith)",""
"da_cr_01_ff_s_py_blacksmith_apprentice.m_CreatureDesc.Name","Apprentice",""
"da_cr_01_ff_s_py_cart_merchant.m_CreatureDesc.Name","Fishmonger",""
"da_cr_01_ff_s_py_hunter.m_CreatureDesc.Name","Laios (Hunter)",""
"da_cr_01_ff_s_py_robbed_merchant.m_CreatureDesc.Name","Iphigenia (Caravan Trader)",""
"da_cr_01_ff_s_py_smoke_signals_woman.m_CreatureDesc.Name","Rhene",""
"da_cr_01_ff_s_rl_bandit_1.m_CreatureDesc.Name","Bronze Lion",""
"da_cr_01_ff_s_rl_bandit_10.m_CreatureDesc.Name","Bronze Lion",""
"da_cr_01_ff_s_rl_bandit_11.m_CreatureDesc.Name","Bronze Lion",""
"da_cr_01_ff_s_rl_bandit_12.m_CreatureDesc.Name","Bronze Lion",""
"da_cr_01_ff_s_rl_bandit_13.m_CreatureDesc.Name","Bronze Lion",""
"da_cr_01_ff_s_rl_bandit_14.m_CreatureDesc.Name","Bronze Lion",""
"da_cr_01_ff_s_rl_bandit_15.m_CreatureDesc.Name","Bronze Lion",""
"da_cr_01_ff_s_rl_bandit_16.m_CreatureDesc.Name","Bronze Lion",""
"da_cr_01_ff_s_rl_bandit_17.m_CreatureDesc.Name","Bronze Lion",""
"da_cr_01_ff_s_rl_bandit_18.m_CreatureDesc.Name","Bronze Lion",""
"da_cr_01_ff_s_rl_bandit_2_.m_CreatureDesc.Name","Bronze Lion",""
"da_cr_01_ff_s_rl_bandit_3_.m_CreatureDesc.Name","Bronze Lion",""
"da_cr_01_ff_s_rl_bandit_4.m_CreatureDesc.Name","Bronze Lion",""
"da_cr_01_ff_s_rl_bandit_5.m_CreatureDesc.Name","Bronze Lion",""
"da_cr_01_ff_s_rl_bandit_6.m_CreatureDesc.Name","Bronze Lion",""
"da_cr_01_ff_s_rl_bandit_7.m_CreatureDesc.Name","Bronze Lion",""
"da_cr_01_ff_s_rl_bandit_8.m_CreatureDesc.Name","Bronze Lion",""
"da_cr_01_ff_s_rl_bandit_9.m_CreatureDesc.Name","Bronze Lion",""
"da_cr_01_ff_s_rl_bandit_conscript_outside_camp.m_CreatureDesc.Name","Bronze Lion Conscript",""
"da_cr_01_ff_s_rl_bandit_gate_3.m_CreatureDesc.Name","Bronze Lion",""
"da_cr_01_ff_s_gs_iphitos.m_CreatureDesc.Name","Iphitos",""
"da_cr_01_ff_s_swr_peaceful_ghost_female01.m_CreatureDesc.Name","Phylia",""
"da_cr_01_ff_s_swr_peaceful_ghost_male01.m_CreatureDesc.Name","Dorian",""
"da_cr_01_ff_s_chicken_man.m_CreatureDesc.Name","Villager",""
"da_cr_01_ff_s_northern_ff_merchant.m_CreatureDesc.Name","Nemerte - Trader",""
"da_cr_IC_S1_CommanderRizon.m_CreatureDesc.Name","Rizon",""
"da_cr_hu_content_bandit_melee.m_CreatureDesc.Name","Bronze Lion",""
"da_cr_generic_villager_female_01.m_CreatureDesc.Name","Villager",""
"da_cr_generic_villager_female_02.m_CreatureDesc.Name","Villager",""
"da_cr_generic_villager_female_03.m_CreatureDesc.Name","Villager",""
"da_cr_generic_villager_female_04.m_CreatureDesc.Name","Villager",""
"da_cr_generic_villager_female_05.m_CreatureDesc.Name","Villager",""
"da_cr_generic_villager_male_01.m_CreatureDesc.Name","Villager",""
"da_cr_generic_villager_male_02.m_CreatureDesc.Name","Villager",""
"da_cr_generic_villager_male_03.m_CreatureDesc.Name","Villager",""
"da_cr_generic_villager_male_04.m_CreatureDesc.Name","Villager",""
"da_cr_generic_villager_male_05.m_CreatureDesc.Name","Villager",""
"da_cr_00_in_m_tu_fleeing_villager_male.m_CreatureDesc.Name","Kyrillos",""
"da_cr_00_in_m_tu_hiding_villager_female_02.m_CreatureDesc.Name","Villager",""
"da_cr_00_in_m_tu_hiding_villager_female_03.m_CreatureDesc.Name","Villager",""
"da_cr_00_in_m_tu_hiding_villager_male_01.m_CreatureDesc.Name","Villager",""
"da_cr_00_in_m_tu_hunter_not_vendor.m_CreatureDesc.Name","Eurylochos",""
"da_cr_00_in_m_tu_hunter_vendor.m_CreatureDesc.Name","Eurylochos - Trader",""
"da_cr_00_in_m_tu_vista_villager_female.m_CreatureDesc.Name","Pelopia",""
"da_cr_00_in_s_hunting_trader.m_CreatureDesc.Name","Maro - Trader",""
"da_cr_00_in_tu_hunter_female.m_CreatureDesc.Name","Brave Villager",""
"da_cr_00_in_tu_hunter_male.m_CreatureDesc.Name","Village Hunter",""
"da_cr_00_in_tu_old_hunter.m_CreatureDesc.Name","Diocles",""
"da_cr_00_in_tu_village_hunter_leader.m_CreatureDesc.Name","Laodamia",""
"da_cr_main_atropos.m_CreatureDesc.Name","Atropos",""
"da_cr_main_klotho.m_CreatureDesc.Name","Klotho",""
"da_cr_main_lachesis.m_CreatureDesc.Name","Lachesis",""
"da_cr_main_punished_spartan.m_CreatureDesc.Name","The Punished Spartan",""
